TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.6,0.9,3.336683417085427,0.9356783919597991
2.6,0.9,2.0251256281407035,0.7427135678391961
2.6,0.9,2.7939698492462313,0.9356783919597991
2.6,0.9,2.9899497487437188,0.9316582914572866
2.6,0.9,2.8542713567839195,0.9477386934673369
2.6,0.9,2.5979899497487438,0.8753768844221106
2.6,0.9,2.9447236180904524,0.9517587939698493
2.6,0.9,2.3266331658291457,0.8391959798994975
2.6,0.9,2.417085427135678,0.863316582914573
2.6,0.9,2.3869346733668344,0.8834170854271357
2.6,0.9,3.2311557788944723,0.9115577889447237
2.6,0.9,2.1608040201005023,0.7909547738693468
2.6,0.9,2.809045226130653,0.955778894472362
2.6,0.9,2.9899497487437188,0.9718592964824122
2.6,0.9,2.8542713567839195,0.863316582914573
2.6,0.9,3.5929648241206027,0.9718592964824122
2.6,0.9,2.7939698492462313,0.9195979899497488
2.6,0.9,2.5527638190954773,0.8753768844221106
2.6,0.9,2.7638190954773867,0.9437185929648242
2.6,0.9,2.8391959798994977,0.8834170854271357
