TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.0,0.5,1.7386934673366834,0.3648241206030151
2.0,0.5,2.115577889447236,0.5859296482412061
2.0,0.5,1.8894472361809045,0.4452261306532663
2.0,0.5,1.829145728643216,0.4613065326633166
2.0,0.5,2.2060301507537687,0.614070351758794
2.0,0.5,1.949748743718593,0.48140703517587946
2.0,0.5,1.9949748743718594,0.4371859296482412
2.0,0.5,1.7839195979899496,0.3929648241206031
2.0,0.5,2.115577889447236,0.521608040201005
2.0,0.5,1.7839195979899496,0.3768844221105528
2.0,0.5,2.0100502512562812,0.48140703517587946
2.0,0.5,1.814070351758794,0.38090452261306534
2.0,0.5,1.9949748743718594,0.4894472361809046
2.0,0.5,1.6331658291457285,0.28442211055276384
2.0,0.5,1.9195979899497488,0.4452261306532663
2.0,0.5,2.0552763819095476,0.5095477386934674
2.0,0.5,2.115577889447236,0.5296482412060302
2.0,0.5,2.1608040201005023,0.5537688442211055
2.0,0.5,1.8743718592964824,0.46934673366834173
2.0,0.5,2.3869346733668344,0.6261306532663318
