TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.6,0.94,2.5527638190954773,0.9356783919597991
2.6,0.94,2.4472361809045227,0.8793969849246233
2.6,0.94,2.7939698492462313,0.9517587939698493
2.6,0.94,2.7336683417085426,0.9597989949748744
2.6,0.94,2.9447236180904524,0.9638190954773871
2.6,0.94,2.4321608040201004,0.9638190954773871
2.6,0.94,2.6733668341708543,0.9597989949748744
2.6,0.94,2.9447236180904524,0.9678391959798995
2.6,0.94,2.7336683417085426,0.9718592964824122
2.6,0.94,2.628140703517588,0.9236180904522613
2.6,0.94,2.809045226130653,0.9718592964824122
2.6,0.94,2.2814070351758793,0.8311557788944723
2.6,0.94,2.3266331658291457,0.8753768844221106
2.6,0.94,2.130653266331658,0.8391959798994975
2.6,0.94,2.190954773869347,0.8753768844221106
2.6,0.94,2.341708542713568,0.863316582914573
2.6,0.94,2.567839195979899,0.8673366834170855
2.6,0.94,2.1758793969849246,0.9195979899497488
2.6,0.94,2.3718592964824117,0.8552763819095479
2.6,0.94,1.9346733668341707,0.807035175879397
