TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.0,0.975,2.115577889447236,0.9155778894472362
2.0,0.975,1.7688442211055277,0.8793969849246233
2.0,0.975,1.9949748743718594,0.9396984924623117
2.0,0.975,1.8743718592964824,0.8713567839195981
2.0,0.975,1.6934673366834172,0.7226130653266332
2.0,0.975,2.100502512562814,0.9437185929648242
2.0,0.975,1.7839195979899496,0.9316582914572866
2.0,0.975,1.8592964824120601,0.907537688442211
2.0,0.975,1.8894472361809045,0.9396984924623117
2.0,0.975,2.100502512562814,0.9798994974874373
2.0,0.975,1.6331658291457285,0.9316582914572866
2.0,0.975,2.2361809045226133,0.9517587939698493
2.0,0.975,1.7236180904522613,0.8552763819095479
2.0,0.975,2.1608040201005023,0.9356783919597991
2.0,0.975,1.7989949748743719,0.9236180904522613
2.0,0.975,1.678391959798995,0.8552763819095479
2.0,0.975,2.0100502512562812,0.9236180904522613
2.0,0.975,1.8743718592964824,0.9437185929648242
2.0,0.975,2.0100502512562812,0.9597989949748744
2.0,0.975,1.557788944723618,0.678391959798995
