w1,w2,w3,w4,score,n_selected,threshold
0.1,0.1,0.9,0.8,0.2196414,50000,0.03325454761120613
0.1,0.1,0.9,0.7,0.21985486,50000,0.03338424851983751
0.1,0.1,0.9,0.6,0.22019182,50000,0.03345759800890323
0.1,0.1,0.9,0.9,0.22050208,50000,0.033074025989316226
0.1,0.1,0.9,0.5,0.22148779,50000,0.03348883580915892
0.1,0.1,0.8,0.6,0.2229228,50000,0.03382844074041887
0.1,0.1,0.9,0.4,0.22292499,50000,0.03341012394242369
0.1,0.1,0.8,0.7,0.22300757,50000,0.03370421355833133
0.1,0.1,0.8,0.8,0.22374178,50000,0.03350361103758581
0.1,0.1,0.8,0.5,0.22411184,50000,0.03391901868066485
0.1,0.1,0.8,0.9,0.22473001,50000,0.03331183305484123
0.1,0.1,0.8,0.4,0.22536162,50000,0.03392060743635628
0.1,0.1,0.9,0.3,0.22626449,50000,0.03315863599038953
0.1,0.1,0.7,0.6,0.22705175,50000,0.03419945801750561
0.1,0.1,0.7,0.5,0.22712915,50000,0.03435850239364302
0.1,0.1,0.7,0.7,0.22758788,50000,0.03398847768361884
0.1,0.1,0.8,0.3,0.22775257,50000,0.033768772742345944
0.1,0.2,0.9,0.8,0.22861552,50000,0.0347438582344082
0.1,0.1,0.7,0.4,0.22867864,50000,0.034457857327719985
0.1,0.1,0.7,0.8,0.22882867,50000,0.03374939674937692
0.1,0.2,0.9,0.7,0.22903691,50000,0.03488344371196082
0.1,0.2,0.9,0.9,0.22908533,50000,0.034579388493669
0.1,0.1,0.7,0.9,0.22976345,50000,0.033508578429441806
0.1,0.2,0.9,0.6,0.22978695,50000,0.035019009268978656
0.1,0.2,0.9,0.5,0.23079915,50000,0.035048256669331035
0.1,0.1,0.7,0.3,0.23091002,50000,0.03438620769723475
0.1,0.1,0.6,0.5,0.23183443,50000,0.03482487946950325
0.1,0.1,0.9,0.2,0.2321457,50000,0.032616983704412635
0.1,0.2,0.9,0.4,0.23215237,50000,0.03504843479456305
0.1,0.1,0.6,0.4,0.2323682,50000,0.03498930945798136
0.1,0.1,0.6,0.6,0.23260692,50000,0.03456005091070453
0.1,0.1,0.8,0.2,0.23297225,50000,0.033254524595575624
0.1,0.2,0.8,0.7,0.233329,50000,0.035199525919992834
0.1,0.2,0.8,0.6,0.23361912,50000,0.03535994571398583
0.1,0.1,0.6,0.7,0.23401326,50000,0.03427444868251768
0.1,0.2,0.8,0.8,0.23445006,50000,0.035018077080470035
0.1,0.2,0.8,0.5,0.23445149,50000,0.03547632258354282
0.1,0.2,0.8,0.9,0.23456314,50000,0.03477918089735877
0.1,0.2,0.9,0.3,0.23458445,50000,0.03483379839147255
0.1,0.1,0.6,0.3,0.23470344,50000,0.03503279801295723
0.1,0.1,0.7,0.2,0.23502436,50000,0.03400245195644165
0.1,0.1,0.6,0.8,0.23539424,50000,0.03397417480657445
0.1,0.2,0.8,0.4,0.2354994,50000,0.035492909459857544
0.2,0.1,0.9,0.7,0.23591809,50000,0.03481490859971426
0.2,0.1,0.9,0.8,0.23605914,50000,0.03467894423316583
0.2,0.1,0.9,0.6,0.23622908,50000,0.03489594600187781
0.1,0.1,0.6,0.9,0.23715748,50000,0.03367178371840268
0.2,0.1,0.9,0.9,0.23716427,50000,0.03450997550669774
0.1,0.2,0.8,0.3,0.23739079,50000,0.035382728442945884
0.2,0.1,0.9,0.5,0.23796868,50000,0.03493446031183646
0.1,0.1,0.5,0.4,0.23840189,50000,0.03552579093001293
0.1,0.1,0.6,0.2,0.23867792,50000,0.03479396083111357
