TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.2,0.5,2.0703517587939695,0.39698492462311563
2.2,0.5,2.251256281407035,0.521608040201005
2.2,0.5,2.251256281407035,0.521608040201005
2.2,0.5,2.3115577889447234,0.5658291457286433
2.2,0.5,2.2060301507537687,0.4613065326633166
2.2,0.5,2.2814070351758793,0.5175879396984925
2.2,0.5,1.9949748743718594,0.39698492462311563
2.2,0.5,2.251256281407035,0.5296482412060302
2.2,0.5,2.2814070351758793,0.5417085427135679
2.2,0.5,2.251256281407035,0.5256281407035177
2.2,0.5,2.341708542713568,0.5417085427135679
2.2,0.5,2.1758793969849246,0.5135678391959799
2.2,0.5,2.115577889447236,0.485427135678392
2.2,0.5,1.9949748743718594,0.4010050251256282
2.2,0.5,2.0251256281407035,0.4452261306532663
2.2,0.5,2.1457286432160805,0.44924623115577894
2.2,0.5,2.3115577889447234,0.5336683417085428
2.2,0.5,2.130653266331658,0.44120603015075377
2.2,0.5,2.2964824120603016,0.5658291457286433
2.2,0.5,2.0251256281407035,0.39698492462311563
