TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.4,0.8,1.3165829145728642,0.8190954773869348
1.4,0.8,1.3768844221105527,0.6904522613065327
1.4,0.8,1.3919597989949748,0.8753768844221106
1.4,0.8,1.4371859296482412,0.8874371859296484
1.4,0.8,1.4221105527638191,0.8994974874371859
1.4,0.8,1.3316582914572863,0.8311557788944723
1.4,0.8,1.3768844221105527,0.6502512562814071
1.4,0.8,1.4673366834170853,0.8834170854271357
1.4,0.8,1.4371859296482412,0.8954773869346735
1.4,0.8,1.4221105527638191,0.9035175879396986
1.4,0.8,1.3165829145728642,0.5859296482412061
1.4,0.8,1.3768844221105527,0.8512562814070352
1.4,0.8,1.3618090452261307,0.7266331658291458
1.4,0.8,1.4070351758793969,0.7065326633165829
1.4,0.8,1.3165829145728642,0.6060301507537689
1.4,0.8,1.3919597989949748,0.7949748743718594
1.4,0.8,1.4824120603015074,0.907537688442211
1.4,0.8,1.3618090452261307,0.7547738693467336
1.4,0.8,1.4221105527638191,0.9155778894472362
1.4,0.8,1.5125628140703518,0.927638190954774
