TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.8,0.6,2.8542713567839195,0.6180904522613067
2.8,0.6,2.9447236180904524,0.6301507537688442
2.8,0.6,2.7939698492462313,0.5819095477386935
2.8,0.6,3.1256281407035176,0.6663316582914574
2.8,0.6,2.8844221105527637,0.6341708542713569
2.8,0.6,2.6884422110552766,0.5577889447236182
2.8,0.6,2.567839195979899,0.4532663316582915
2.8,0.6,2.5376884422110555,0.5376884422110553
2.8,0.6,2.658291457286432,0.521608040201005
2.8,0.6,2.959798994974874,0.6180904522613067
2.8,0.6,2.5527638190954773,0.5055276381909548
2.8,0.6,2.8844221105527637,0.5859296482412061
2.8,0.6,2.522613065326633,0.4653266331658292
2.8,0.6,2.7035175879396984,0.5658291457286433
2.8,0.6,2.2964824120603016,0.421105527638191
2.8,0.6,2.778894472361809,0.6100502512562815
2.8,0.6,2.7035175879396984,0.5939698492462312
2.8,0.6,2.251256281407035,0.3768844221105528
2.8,0.6,2.6733668341708543,0.5738693467336684
2.8,0.6,2.8391959798994977,0.6301507537688442
