TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
3.0,0.9,2.6733668341708543,0.907537688442211
3.0,0.9,3.1557788944723617,0.8793969849246233
3.0,0.9,2.7035175879396984,0.8592964824120604
3.0,0.9,3.065326633165829,0.9236180904522613
3.0,0.9,2.3718592964824117,0.835175879396985
3.0,0.9,3.065326633165829,0.8834170854271357
3.0,0.9,2.8241206030150754,0.8793969849246233
3.0,0.9,2.5829145728643215,0.8834170854271357
3.0,0.9,3.0351758793969847,0.9115577889447237
3.0,0.9,3.201005025125628,0.9316582914572866
3.0,0.9,2.899497487437186,0.907537688442211
3.0,0.9,3.0050251256281406,0.863316582914573
3.0,0.9,3.336683417085427,0.9155778894472362
3.0,0.9,1.6180904522613067,0.5095477386934674
3.0,0.9,3.577889447236181,0.9437185929648242
3.0,0.9,2.9748743718592965,0.8552763819095479
3.0,0.9,2.2964824120603016,0.8231155778894472
3.0,0.9,2.4623115577889445,0.8190954773869348
3.0,0.9,2.567839195979899,0.8954773869346735
3.0,0.9,2.914572864321608,0.8793969849246233
