TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.8,0.8,1.6633165829145728,0.7507537688442212
1.8,0.8,1.6633165829145728,0.614070351758794
1.8,0.8,1.6482412060301508,0.7226130653266332
1.8,0.8,1.7386934673366834,0.7226130653266332
1.8,0.8,1.6331658291457285,0.5899497487437186
1.8,0.8,1.4974874371859297,0.44120603015075377
1.8,0.8,1.7688442211055277,0.7869346733668343
1.8,0.8,1.5276381909547738,0.5095477386934674
1.8,0.8,1.6030150753768844,0.5457286432160804
1.8,0.8,1.6180904522613067,0.7989949748743719
1.8,0.8,1.5728643216080402,0.5738693467336684
1.8,0.8,1.9045226130653266,0.8391959798994975
1.8,0.8,1.8592964824120601,0.8713567839195981
1.8,0.8,1.7537688442211055,0.7547738693467336
1.8,0.8,1.979899497487437,0.9477386934673369
1.8,0.8,2.0251256281407035,0.955778894472362
1.8,0.8,1.6482412060301508,0.6904522613065327
1.8,0.8,1.8442211055276383,0.8592964824120604
1.8,0.8,1.9949748743718594,0.9035175879396986
1.8,0.8,1.8894472361809045,0.8432160804020101
