TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
1.8,0.6,2.040201005025126,0.7105527638190956
1.8,0.6,1.5879396984924623,0.43316582914572865
1.8,0.6,1.9045226130653266,0.6582914572864322
1.8,0.6,1.979899497487437,0.7185929648241207
1.8,0.6,1.5728643216080402,0.3889447236180905
1.8,0.6,1.6633165829145728,0.5296482412060302
1.8,0.6,1.6180904522613067,0.5336683417085428
1.8,0.6,1.8894472361809045,0.7909547738693468
1.8,0.6,1.9195979899497488,0.642211055276382
1.8,0.6,1.4974874371859297,0.3527638190954774
1.8,0.6,2.130653266331658,0.7306532663316583
1.8,0.6,1.7386934673366834,0.6301507537688442
1.8,0.6,1.7989949748743719,0.5336683417085428
1.8,0.6,1.7989949748743719,0.6180904522613067
1.8,0.6,2.1457286432160805,0.8512562814070352
1.8,0.6,2.0552763819095476,0.7105527638190956
1.8,0.6,1.6934673366834172,0.485427135678392
1.8,0.6,1.5879396984924623,0.421105527638191
1.8,0.6,2.085427135678392,0.7467336683417085
1.8,0.6,1.9346733668341707,0.6381909547738693
