TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.8,0.7,2.4321608040201004,0.5979899497487438
2.8,0.7,3.1256281407035176,0.7467336683417085
2.8,0.7,2.6733668341708543,0.6542713567839197
2.8,0.7,2.5527638190954773,0.6341708542713569
2.8,0.7,2.35678391959799,0.5899497487437186
2.8,0.7,2.658291457286432,0.6301507537688442
2.8,0.7,3.080402010050251,0.7185929648241207
2.8,0.7,2.6733668341708543,0.6100502512562815
2.8,0.7,3.020100502512563,0.7547738693467336
2.8,0.7,2.914572864321608,0.7306532663316583
2.8,0.7,2.507537688442211,0.6060301507537689
2.8,0.7,3.080402010050251,0.7306532663316583
2.8,0.7,3.6834170854271355,0.835175879396985
2.8,0.7,3.1105527638190953,0.7226130653266332
2.8,0.7,2.628140703517588,0.614070351758794
2.8,0.7,2.3115577889447234,0.5296482412060302
2.8,0.7,2.748743718592965,0.6944723618090454
2.8,0.7,2.9447236180904524,0.7065326633165829
2.8,0.7,2.778894472361809,0.6703517587939699
2.8,0.7,2.8542713567839195,0.7185929648241207
