TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.8,0.9,2.914572864321608,0.8914572864321608
2.8,0.9,3.6834170854271355,0.9758793969849247
2.8,0.9,3.2763819095477387,0.9236180904522613
2.8,0.9,3.457286432160804,0.9316582914572866
2.8,0.9,2.2814070351758793,0.807035175879397
2.8,0.9,2.658291457286432,0.8673366834170855
2.8,0.9,3.2914572864321605,0.9798994974874373
2.8,0.9,2.914572864321608,0.9115577889447237
2.8,0.9,3.2462311557788945,0.955778894472362
2.8,0.9,2.3266331658291457,0.835175879396985
2.8,0.9,2.1758793969849246,0.7748743718592965
2.8,0.9,2.1608040201005023,0.7587939698492463
2.8,0.9,2.6733668341708543,0.8793969849246233
2.8,0.9,2.914572864321608,0.9477386934673369
2.8,0.9,3.2914572864321605,0.9477386934673369
2.8,0.9,3.050251256281407,0.9236180904522613
2.8,0.9,2.8391959798994977,0.8954773869346735
2.8,0.9,2.2964824120603016,0.8753768844221106
2.8,0.9,2.4623115577889445,0.835175879396985
2.8,0.9,3.080402010050251,0.9437185929648242
