TRUE_R0,TRUE_SIGMA,peak_R0,peak_sigma
2.2,0.975,2.085427135678392,0.9396984924623117
2.2,0.975,1.979899497487437,0.9316582914572866
2.2,0.975,2.3266331658291457,0.9597989949748744
2.2,0.975,2.1608040201005023,0.9356783919597991
2.2,0.975,2.130653266331658,0.9638190954773871
2.2,0.975,2.959798994974874,0.9839195979899498
2.2,0.975,1.9195979899497488,0.8311557788944723
2.2,0.975,2.040201005025126,0.835175879396985
2.2,0.975,2.3266331658291457,0.9638190954773871
2.2,0.975,2.040201005025126,0.9678391959798995
2.2,0.975,2.0552763819095476,0.9437185929648242
2.2,0.975,2.2060301507537687,0.955778894472362
2.2,0.975,2.1457286432160805,0.9718592964824122
2.2,0.975,2.2211055276381906,0.9356783919597991
2.2,0.975,2.130653266331658,0.9477386934673369
2.2,0.975,2.0703517587939695,0.9638190954773871
2.2,0.975,2.2814070351758793,0.9718592964824122
2.2,0.975,1.979899497487437,0.9316582914572866
2.2,0.975,1.8743718592964824,0.7547738693467336
2.2,0.975,2.0251256281407035,0.9195979899497488
